material_id,material_name,formula,crystal_structure,bandgap_energy_eV,is_direct_bandgap,conductivity_S_cm,mobility_cm2_Vs,carrier_concentration_cm3,thermal_conductivity_W_mK,breakdown_field_MV_cm,absorption_coefficient_cm1,refractive_index,max_operating_temp_C,thermal_stability,potential_applications
RAND-1520,NanoInnium,SSiGe3,Monoclinic,0.11,True,3.87,2609.68,4.00e+21,65.31,5.927,1.28e+04,1.65,454.9,Medium,General semiconductor applications
MOD-Cu2O-1521,Copper(I) Oxide,Cu2O,Cubic,2.202,False,0.97,1.64,1.96e+20,76.24,0.424,2.44e+05,4.19,214.9,Low,Photodetectors
RAND-1522,PicoTizine,C,Orthorhombic,0.559,False,7463.45,1614.01,8.55e+16,452.04,3.772,2.84e+04,2.45,955.2,Very High,Transistors
RAND-1523,PicoAlcite,ZnP2,Hexagonal,3.737,False,7.0,780.69,4.71e+17,269.14,7.104,1.20e+04,3.02,1052.4,Very High,High Power Electronics
MOD-Graphene-1524,Graphene,C,Hexagonal,0.0,False,6706.57,3555.17,8.26e+20,88.31,0.0,3.94e+04,4.25,719.0,High,Transistors
MOD-CdTe-1525,Cadmium Telluride,CdTe,Zincblende,1.549,True,394.78,510.71,2.52e+16,170.71,0.318,7.35e+05,3.4,432.0,Medium,"Solar Cells, LEDs, Photodetectors"
HYB-CdS-AlGaAs-1526,Hybrid Cadmium Sulfide-Aluminium Gallium Arsenide,CdS-AlGaAs,Zincblende,1.996,False,2055.53,2257.51,1.33e+17,458.28,0.619,2.43e+03,2.77,344.1,Medium,Transistors
HYB-AlGaAs-Si-1527,Hybrid Aluminium Gallium Arsenide-Silicon,AlGaAs-Si,Cubic (Diamond),1.299,True,1527.61,1583.73,1.55e+16,177.19,0.195,2.95e+05,2.6,766.9,High,"Solar Cells, Transistors, Photodetectors"
RAND-1528,NanoAldex,Pb2Te1,Cubic,5.026,True,0.03,3557.39,9.72e+20,237.92,7.001,3.03e+03,2.01,107.9,Low,General semiconductor applications
MOD-Cu2O-1529,Copper(I) Oxide,Cu2O,Cubic,2.636,True,0.36,0.46,2.60e+16,170.42,0.842,7.82e+04,2.39,171.9,Low,Photodetectors
MOD-Graphene-1530,Advanced Graphene (2D),C,Hexagonal,0.0,False,15673.25,27037.96,2.25e+19,440.42,0.0,1.29e+03,1.99,1020.0,Very High,General semiconductor applications
MOD-TiO2-1531,Titanium Dioxide,TiO2,Anatase,2.204,True,0.13,0.23,3.15e+15,79.92,0.84,8.60e+03,2.97,992.3,Very High,General semiconductor applications
MOD-AlGaAs-1532,Aluminium Gallium Arsenide,AlGaAs,Zincblende,1.973,False,3313.83,1911.52,2.22e+15,229.83,0.376,6.30e+05,2.9,578.9,High,"Transistors, Photodetectors"
HYB-MAPbI3-Cu2O-1533,Hybrid Methylammonium Lead Iodide-Copper(I) Oxide,CH3NH3PbI3-Cu2O,Cubic,1.842,True,18.22,25.78,4.16e+16,401.22,0.46,1.89e+03,3.77,373.1,Medium,General semiconductor applications
MOD-SiC-1534,Next-gen Silicon Carbide (selectively doped),SiC,Cubic (3C),4.758,True,790.93,1429.22,5.62e+18,64.98,4.427,2.51e+04,1.86,792.1,High,"High Power Electronics, Transistors, Transparent Conductors"
MOD-MAPbI3-1535,Methylammonium Lead Iodide,CH3NH3PbI3,Tetragonal,2.102,True,72.02,89.1,7.44e+17,99.84,0.321,3.84e+04,3.3,215.0,Low,General semiconductor applications
RAND-1536,MacroSidex,P,Orthorhombic,4.604,False,84.39,2026.28,1.36e+20,87.03,2.607,1.23e+03,3.75,1048.2,Very High,High Power Electronics
HYB-Si-Graphene-1537,Hybrid Silicon-Graphene,Si-C,Hexagonal,0.386,False,6897.07,9915.36,2.99e+21,89.65,0.01,3.77e+03,4.17,1059.8,Very High,Transistors
MOD-SiC-1538,Silicon Carbide,SiC,"Hexagonal (4H, 6H)",2.093,True,749.14,1236.4,1.34e+18,261.37,0.817,1.23e+05,1.83,737.4,High,"LEDs, Transistors, Photodetectors"
RAND-1539,UltraPlite,SP2,Orthorhombic,4.947,True,0.13,996.99,3.02e+15,306.31,8.957,3.56e+05,2.09,227.2,Low,General semiconductor applications
HYB-SiC-Ge-1540,Hybrid Silicon Carbide-Germanium,SiC-Ge,Amorphous,1.833,True,1326.24,1087.19,8.07e+16,235.95,0.538,8.57e+04,4.38,1092.6,Very High,"LEDs, Transistors, Photodetectors"
RAND-1541,FlexAlflux,Te2In,Orthorhombic,2.139,True,10.28,603.86,1.38e+16,369.01,6.536,3.36e+04,3.07,607.4,High,General semiconductor applications
RAND-1542,NovaSndex,BAs2,Cubic,2.57,True,4419.66,414.44,3.21e+17,456.83,7.962,3.95e+03,2.87,766.3,High,"LEDs, High Power Electronics, Transistors"
HYB-TiO2-ZnO-1543,Hybrid Titanium Dioxide-Zinc Oxide,TiO2-ZnO,Zincblende,3.272,False,85.1,79.77,4.90e+21,197.82,2.009,2.83e+03,2.2,657.5,High,High Power Electronics
RAND-1544,FlexSidyne,Te2Cd,Orthorhombic,4.871,False,0.03,3053.54,5.13e+17,116.8,9.056,6.53e+03,1.86,821.9,Very High,High Power Electronics
HYB-SnO2-TiO2-1545,Hybrid Tin Dioxide-Titanium Dioxide,SnO2-TiO2,Rutile,3.404,True,2.6,2.89,1.11e+17,382.85,1.843,4.28e+05,3.48,799.7,High,High Power Electronics
RAND-1546,NeoSmide,P3AlZn2,Tetragonal,5.026,True,210.8,2509.05,2.50e+19,372.79,1.2,3.15e+05,4.07,195.2,Low,General semiconductor applications
HYB-CdTe-GaAs-1547,Hybrid Cadmium Telluride-Gallium Arsenide,CdTe-GaAs,Zincblende,1.483,True,1713.87,1804.31,3.83e+17,320.1,0.225,7.48e+04,4.2,483.0,Medium,"Transistors, Photodetectors"
MOD-Ge-1548,Germanium,Ge,Cubic (Diamond),0.561,True,3361.28,5182.39,3.75e+21,172.89,0.022,2.26e+04,4.11,747.4,High,"Transistors, Thermoelectrics"
MOD-Ge-1549,"Custom Germanium (mesoporous, selectively doped)",Ge,Amorphous,0.65,False,403.14,709.71,1.85e+21,481.57,0.028,2.12e+03,4.21,466.0,Medium,General semiconductor applications
RAND-1550,SynthGadyne,B1PTe3,Triclinic,1.374,False,0.44,2243.73,4.31e+16,173.24,5.891,2.56e+05,3.88,604.2,High,Photodetectors
RAND-1551,MicroIndyne,CdSe3,Monoclinic,0.58,False,0.99,3195.13,4.60e+20,397.8,1.939,2.12e+03,3.22,277.2,Low,General semiconductor applications
MOD-CdS-1552,High-performance Cadmium Sulfide (nanoporous),CdS,Zincblende,1.455,True,9.34,14.6,2.76e+18,168.77,0.165,7.90e+04,1.71,410.8,Medium,Photodetectors
RAND-1553,PicoSidyne,Ge3InCd1,Amorphous,1.881,False,7.35,4977.74,1.70e+18,77.87,9.977,4.75e+04,2.99,304.5,Medium,General semiconductor applications
MOD-SnO2-1554,Tin Dioxide,SnO2,Cassiterite,3.231,True,1.37,1.52,4.57e+17,218.97,1.737,8.71e+04,3.21,480.9,Medium,General semiconductor applications
RAND-1555,NovaBmide,Ge1Sn3C3,Triclinic,1.433,True,7993.82,930.64,4.74e+21,374.05,7.232,3.04e+04,4.01,804.8,Very High,Transistors
RAND-1556,FlexGanium,P3,Triclinic,1.772,False,0.22,2502.64,2.95e+16,357.53,2.221,8.60e+04,3.02,488.0,Medium,Photodetectors
HYB-SnO2-Cu2O-1557,Hybrid Tin Dioxide-Copper(I) Oxide,SnO2-Cu2O,Cubic,3.152,True,3.88,5.43,2.38e+17,355.88,1.763,1.85e+05,3.41,602.5,High,High Power Electronics
RAND-1558,FlexZncite,As1ZnAl1,Hexagonal,1.579,False,329.6,2172.83,6.17e+15,313.42,0.25,2.89e+05,2.51,977.0,Very High,"Solar Cells, Photodetectors"
MOD-ZnO-1559,Zinc Oxide,ZnO,Zincblende,2.812,False,129.94,239.44,7.30e+17,281.58,1.467,4.34e+05,3.54,564.3,High,"High Power Electronics, Photodetectors"
MOD-InP-1560,Indium Phosphide,InP,Zincblende,1.197,True,2125.77,2411.2,1.74e+20,429.76,0.192,4.47e+04,4.13,152.3,Low,Transistors
MOD-CdS-1561,Cadmium Sulfide,CdS,Zincblende,1.355,True,7.98,5.83,5.94e+20,225.11,0.21,5.79e+05,2.74,276.9,Low,Photodetectors
MOD-TiO2-1562,Engineered Titanium Dioxide (mesoporous),TiO2,Anatase,3.153,False,0.04,0.08,8.95e+20,33.68,1.527,1.78e+03,3.11,1170.6,Very High,High Power Electronics
HYB-AlGaAs-SiC-1563,Hybrid Aluminium Gallium Arsenide-Silicon Carbide,AlGaAs-SiC,Zincblende,2.623,False,1590.39,1764.85,1.57e+17,264.46,1.075,1.36e+03,4.12,1031.6,Very High,"High Power Electronics, Transistors"
MOD-Cu2O-1564,Next-gen Copper(I) Oxide (co-doped),Cu2O,Cubic,1.28,False,0.33,0.6,1.02e+17,154.19,0.15,2.69e+04,3.5,435.0,Medium,General semiconductor applications
MOD-MoS2-1565,Molybdenum Disulfide,MoS2,Hexagonal,1.608,False,74.81,131.88,1.55e+20,451.43,0.24,1.02e+03,4.27,652.4,High,General semiconductor applications
HYB-Si-CdTe-1566,Hybrid Silicon-Cadmium Telluride,Si-CdTe,Cubic (Diamond),1.291,False,842.17,1077.04,2.42e+20,333.59,0.168,3.53e+05,3.17,521.4,High,"Solar Cells, Transistors, Photodetectors"
MOD-CdTe-1567,"Custom Cadmium Telluride (2D, heavily doped)",CdTe,Zincblende,2.025,True,1087.0,1183.76,1.34e+20,85.48,0.702,5.93e+03,3.81,714.6,High,"LEDs, Transistors"
MOD-MoS2-1568,Next-gen Molybdenum Disulfide (strained),MoS2,Hexagonal,1.932,True,358.83,435.87,3.43e+17,19.18,0.443,1.64e+05,3.5,1106.3,Very High,"LEDs, Photodetectors"
MOD-SnO2-1569,Tin Dioxide,SnO2,Cassiterite,2.897,False,4.62,6.95,2.06e+19,58.1,1.739,1.68e+05,3.57,1128.1,Very High,"High Power Electronics, Photodetectors"
RAND-1570,MicroZnmide,Pb2Se1Cd,Orthorhombic,2.691,False,0.85,4832.11,2.14e+16,44.83,0.127,8.40e+04,4.04,592.6,High,Photodetectors
MOD-TiO2-1571,"Enhanced Titanium Dioxide (mesoporous, selectively doped)",TiO2,Rutile,1.943,False,0.07,0.14,6.37e+15,457.57,0.632,6.22e+05,1.63,553.4,High,Photodetectors
RAND-1572,FlexScite,P3SeCd,Amorphous,0.549,False,0.03,3854.89,1.03e+21,96.06,6.18,4.45e+05,2.49,831.1,Very High,Photodetectors
HYB-MoS2-ZnO-1573,Hybrid Molybdenum Disulfide-Zinc Oxide,MoS2-ZnO,Hexagonal,2.716,True,200.0,288.45,3.84e+18,133.27,1.455,7.99e+03,2.71,716.0,High,"LEDs, High Power Electronics"
RAND-1574,MicroInnium,AsZn,Triclinic,2.839,False,1712.07,2192.53,1.23e+18,386.42,7.584,6.61e+04,2.12,708.1,High,"High Power Electronics, Transistors, Photodetectors"
RAND-1575,FlexSflux,CdZnIn1,Cubic,0.159,True,3.93,2136.1,3.19e+18,313.62,6.356,9.90e+03,4.27,662.5,High,General semiconductor applications
MOD-SiC-1576,Silicon Carbide,SiC,Cubic (3C),4.23,False,765.2,896.18,4.24e+21,314.74,2.034,4.87e+05,4.12,740.0,High,"High Power Electronics, Transistors, Transparent Conductors"
MOD-InP-1577,Indium Phosphide,InP,Zincblende,0.73,True,1564.97,1632.49,1.47e+19,202.39,0.049,1.16e+05,3.17,185.1,Low,"Transistors, Photodetectors, Thermoelectrics"
RAND-1578,UltraSidex,SeS,Cubic,1.321,True,38.8,225.16,9.32e+16,419.58,9.192,2.88e+04,1.75,1127.7,Very High,General semiconductor applications
RAND-1579,QuantumInphene,Cd,Hexagonal,4.259,True,6.15,968.69,4.83e+18,13.23,5.0,1.36e+05,4.04,701.4,High,High Power Electronics
RAND-1580,NovaSnium,B2,Hexagonal,0.449,True,368.23,1200.58,1.57e+17,57.23,5.224,5.01e+03,2.06,1177.1,Very High,General semiconductor applications
RAND-1581,QuantumSitron,BSe3,Monoclinic,0.266,True,128.46,1708.84,5.24e+18,110.61,3.119,2.94e+05,3.39,1181.5,Very High,General semiconductor applications
HYB-SnO2-GaAs-1582,Hybrid Tin Dioxide-Gallium Arsenide,SnO2-GaAs,Zincblende,2.111,False,3433.27,4054.23,7.34e+20,364.71,0.534,4.76e+03,3.6,561.2,High,Transistors
HYB-MoS2-SnO2-1583,Hybrid Molybdenum Disulfide-Tin Dioxide,MoS2-SnO2,Hexagonal,3.0,True,70.0,83.37,1.22e+16,473.15,1.67,1.32e+04,3.59,748.2,High,High Power Electronics
HYB-TiO2-Ge-1584,Hybrid Titanium Dioxide-Germanium,TiO2-Ge,Brookite,2.216,False,777.79,756.41,4.58e+19,464.47,0.827,1.50e+04,3.69,583.9,High,Transistors
MOD-GaN-1585,Gallium Nitride,GaN,Zincblende,4.182,True,489.47,397.67,2.42e+20,41.1,3.998,1.50e+03,2.85,1110.2,Very High,"High Power Electronics, Transparent Conductors"
RAND-1586,NovaTemide,Te,Hexagonal,4.809,False,450.34,2181.79,1.01e+20,159.94,1.704,5.95e+03,3.78,171.8,Low,Transparent Conductors
RAND-1587,SynthIndyne,Ti1Ge3Ga1,Orthorhombic,1.823,False,8.52,3785.83,6.06e+21,335.43,6.905,3.97e+04,3.83,1146.9,Very High,General semiconductor applications
HYB-SiC-ZnO-1588,Hybrid Silicon Carbide-Zinc Oxide,SiC-ZnO,"Hexagonal (4H, 6H)",3.321,False,332.82,354.74,7.17e+17,380.05,1.873,6.70e+04,3.08,827.9,Very High,"High Power Electronics, Transparent Conductors"
HYB-CdTe-SnO2-1589,Hybrid Cadmium Telluride-Tin Dioxide,CdTe-SnO2,Cassiterite,2.647,True,297.84,393.56,3.54e+19,290.25,1.054,1.69e+04,2.37,503.4,High,"LEDs, High Power Electronics"
RAND-1590,NovaTenium,CdSi2C,Hexagonal,4.243,False,64.97,4551.86,5.40e+17,183.42,6.791,4.20e+03,3.01,299.2,Low,General semiconductor applications
RAND-1591,MacroPbcite,Zn1C2As2,Monoclinic,2.31,True,23.25,3330.63,1.07e+16,46.7,6.194,5.93e+05,3.8,825.3,Very High,Photodetectors
HYB-InP-SnO2-1592,Hybrid Indium Phosphide-Tin Dioxide,InP-SnO2,Cassiterite,2.208,False,2848.6,2355.75,1.88e+15,245.12,0.858,2.45e+03,1.65,571.9,High,Transistors
MOD-SnO2-1593,Tin Dioxide,SnO2,Cassiterite,2.271,True,4.64,4.3,3.26e+16,105.32,0.638,4.96e+03,2.51,399.1,Medium,General semiconductor applications
MOD-MoS2-1594,"Engineered Molybdenum Disulfide (strained, lightly doped)",MoS2,Hexagonal,1.28,True,126.69,72.95,4.06e+16,283.53,0.23,4.44e+05,4.46,943.7,Very High,"Solar Cells, Photodetectors"
MOD-MoS2-1595,"Advanced Molybdenum Disulfide (quantum-confined, lightly doped)",MoS2,Hexagonal,1.581,False,207.19,304.27,9.12e+20,374.17,0.286,1.88e+03,3.53,655.6,High,General semiconductor applications
RAND-1596,SynthSntron,Zn3S3,Orthorhombic,1.508,True,0.12,1775.22,2.19e+17,431.09,8.559,9.27e+05,2.97,1059.7,Very High,Photodetectors
RAND-1597,SynthPmide,C2Zn1As,Orthorhombic,0.557,False,3136.83,4074.03,2.49e+15,164.69,8.494,6.64e+04,4.01,125.3,Low,"Transistors, Photodetectors, Thermoelectrics"
MOD-Ge-1598,Advanced Germanium (gradient-doped),Ge,Amorphous,0.565,True,2619.84,1317.06,3.73e+20,228.07,0.028,2.73e+04,2.65,298.3,Low,"Transistors, Thermoelectrics"
MOD-ZnO-1599,Custom Zinc Oxide (quantum-confined),ZnO,Rocksalt,2.287,True,261.94,493.74,4.67e+21,332.36,1.14,2.30e+03,1.57,880.5,Very High,LEDs
HYB-TiO2-Ge-1600,Hybrid Titanium Dioxide-Germanium,TiO2-Ge,Anatase,2.457,False,587.07,481.46,1.35e+15,392.96,1.106,7.23e+05,3.44,715.2,High,"Transistors, Photodetectors"
RAND-1601,MicroGamide,SZnPb,Orthorhombic,4.553,False,3.29,3751.72,2.42e+17,283.16,2.9,1.61e+04,2.52,101.3,Low,General semiconductor applications
MOD-Graphene-1602,"Modified Graphene (mesoporous, gradient-doped)",C,Hexagonal,0.0,False,7255.2,6228.24,5.10e+16,135.22,0.0,2.02e+04,1.94,1183.4,Very High,Transistors
HYB-TiO2-ZnO-1603,Hybrid Titanium Dioxide-Zinc Oxide,TiO2-ZnO,Rocksalt,3.283,False,98.07,86.15,5.87e+16,302.41,2.172,2.62e+03,3.22,515.4,High,High Power Electronics
MOD-AlGaAs-1604,Aluminium Gallium Arsenide,AlGaAs,Zincblende,2.398,False,3510.29,5620.94,1.09e+15,159.72,1.296,1.10e+04,2.96,262.3,Low,Transistors
MOD-Graphene-1605,Next-gen Graphene (mesoporous),C,Hexagonal,0.0,True,2633.06,2544.79,3.09e+16,23.46,0.0,6.53e+04,3.41,1008.4,Very High,Transistors
RAND-1606,UltraCdphene,TePbSn3,Amorphous,3.624,False,1.47,437.48,1.34e+16,477.25,8.558,1.82e+05,3.97,687.3,High,High Power Electronics
HYB-Ge-SiC-1607,Hybrid Germanium-Silicon Carbide,Ge-SiC,Cubic (Diamond),2.345,True,1030.13,1296.9,1.48e+17,315.62,1.002,6.69e+03,2.51,864.4,Very High,"LEDs, Transistors"
MOD-GaN-1608,Gallium Nitride,GaN,Wurtzite,2.777,True,1461.89,990.81,3.74e+18,122.81,1.281,1.73e+05,4.02,529.3,High,"LEDs, High Power Electronics, Transistors, Photodetectors"
MOD-MAPbI3-1609,Custom Methylammonium Lead Iodide (2D),CH3NH3PbI3,Tetragonal,1.95,True,17.27,9.61,7.21e+18,348.72,0.399,1.60e+05,2.81,135.4,Low,Photodetectors
MOD-AlGaAs-1610,Aluminium Gallium Arsenide,AlGaAs,Zincblende,1.494,True,2132.35,2115.12,7.95e+21,146.64,0.342,6.20e+04,2.22,556.5,High,"Transistors, Photodetectors"
RAND-1611,NovaSephene,Se3P1Ti1,Orthorhombic,3.977,False,0.02,2049.67,1.93e+18,381.5,7.431,6.36e+05,2.7,642.4,High,High Power Electronics
MOD-ZnO-1612,"Advanced Zinc Oxide (nanoporous, heavily doped)",ZnO,Wurtzite,3.763,False,284.3,430.13,6.73e+15,44.49,3.145,2.39e+03,3.1,418.1,Medium,Transparent Conductors
HYB-CdS-MAPbI3-1613,Hybrid Cadmium Sulfide-Methylammonium Lead Iodide,CdS-CH3NH3PbI3,Zincblende,2.171,True,21.44,25.29,7.29e+21,300.88,0.611,3.21e+05,3.74,425.8,Medium,Photodetectors
RAND-1614,MicroAldex,AsPbSi,Triclinic,2.529,False,37.31,3918.03,6.73e+17,71.23,5.908,2.38e+05,3.71,1028.9,Very High,"High Power Electronics, Photodetectors"
MOD-Ge-1615,Germanium,Ge,Cubic (Diamond),0.865,False,1259.03,1861.51,3.48e+21,60.84,0.047,3.05e+03,3.46,237.4,Low,"Transistors, Thermoelectrics"
RAND-1616,FlexSndyne,Pb,Triclinic,3.557,False,0.23,322.59,1.69e+15,278.87,5.808,1.81e+04,3.61,129.5,Low,General semiconductor applications
MOD-SiC-1617,Silicon Carbide,SiC,Cubic (3C),3.491,False,595.98,464.97,3.70e+18,424.29,3.297,1.88e+05,2.65,1138.8,Very High,"High Power Electronics, Transistors, Transparent Conductors"
HYB-InP-MAPbI3-1618,Hybrid Indium Phosphide-Methylammonium Lead Iodide,InP-CH3NH3PbI3,Tetragonal,1.477,True,1716.75,1538.96,1.88e+20,485.01,0.254,2.53e+04,3.52,437.4,Medium,Transistors
MOD-Graphene-1619,Graphene,C,Hexagonal,0.0,True,5453.05,8101.71,1.28e+18,380.26,0.0,1.01e+03,1.87,963.6,Very High,Transistors
MOD-Cu2O-1620,"Enhanced Copper(I) Oxide (nanoporous, gradient-doped)",Cu2O,Cubic,2.573,False,1.72,2.24,1.15e+20,84.52,1.558,2.02e+03,4.03,124.6,Low,General semiconductor applications
MOD-Graphene-1621,Graphene,C,Hexagonal,0.0,True,4459.07,8163.05,1.35e+19,288.49,0.0,2.18e+05,1.89,871.2,Very High,Transistors
MOD-MoS2-1622,Enhanced Molybdenum Disulfide (nanostructured),MoS2,Hexagonal,1.775,False,64.59,64.94,7.97e+19,193.98,0.362,1.47e+03,3.23,781.3,High,General semiconductor applications
HYB-TiO2-MoS2-1623,Hybrid Titanium Dioxide-Molybdenum Disulfide,TiO2-MoS2,Anatase,2.434,False,109.42,91.31,1.88e+20,238.17,0.792,5.25e+04,3.09,564.8,High,Photodetectors
HYB-GaN-MoS2-1624,Hybrid Gallium Nitride-Molybdenum Disulfide,GaN-MoS2,Hexagonal,2.449,False,605.82,580.52,5.75e+15,370.18,0.973,1.39e+05,3.02,698.6,High,"Transistors, Photodetectors"
RAND-1625,NeoZndex,Sn3,Hexagonal,2.922,False,0.01,3224.51,3.98e+16,422.06,7.177,1.80e+03,1.78,1001.5,Very High,High Power Electronics
RAND-1626,SynthCmide,Ge1CSi1,Monoclinic,0.551,True,2.11,2390.46,4.82e+15,445.03,1.36,1.42e+04,2.58,884.4,Very High,General semiconductor applications
MOD-TiO2-1627,Custom Titanium Dioxide (quantum-confined),TiO2,Brookite,4.621,False,0.08,0.08,2.27e+15,282.26,6.39,9.16e+04,1.77,1070.3,Very High,High Power Electronics
HYB-TiO2-GaN-1628,Hybrid Titanium Dioxide-Gallium Nitride,TiO2-GaN,Rutile,3.324,False,745.01,1114.08,1.67e+19,117.26,1.673,5.49e+04,3.41,712.5,High,"High Power Electronics, Transistors, Transparent Conductors"
MOD-Ge-1629,Germanium,Ge,Amorphous,0.47,True,567.97,1011.74,3.50e+15,418.98,0.01,4.51e+03,4.14,181.1,Low,"Transistors, Thermoelectrics"
MOD-SnO2-1630,"Custom Tin Dioxide (nanoporous, co-doped)",SnO2,Cassiterite,4.796,True,6.19,8.03,1.31e+21,403.36,4.675,1.24e+03,1.77,527.8,High,High Power Electronics
HYB-InP-CdS-1631,Hybrid Indium Phosphide-Cadmium Sulfide,InP-CdS,Zincblende,1.853,True,2442.76,2109.23,2.36e+19,129.07,0.543,4.43e+04,2.59,317.0,Medium,"LEDs, Transistors"
MOD-Ge-1632,Germanium,Ge,Cubic (Diamond),0.993,False,1976.3,3039.07,1.51e+20,205.1,0.142,2.46e+03,3.36,492.4,Medium,"Transistors, Thermoelectrics"
RAND-1633,FlexCddex,PTi2B,Triclinic,3.159,True,0.14,1660.02,1.13e+16,467.75,6.566,1.62e+05,3.67,1186.0,Very High,High Power Electronics
MOD-TiO2-1634,Titanium Dioxide,TiO2,Rutile,4.663,True,0.18,0.32,8.63e+16,391.7,6.277,1.30e+03,3.3,850.9,Very High,High Power Electronics
MOD-InP-1635,Engineered Indium Phosphide (2D),InP,Zincblende,1.146,True,2491.16,1398.33,7.95e+20,161.43,0.125,1.12e+03,4.29,479.4,Medium,Transistors
RAND-1636,SynthPtron,As3,Orthorhombic,2.017,False,5741.2,2858.27,2.02e+18,298.6,2.796,2.70e+05,4.3,1150.5,Very High,"Transistors, Photodetectors"
HYB-MoS2-Cu2O-1637,Hybrid Molybdenum Disulfide-Copper(I) Oxide,MoS2-Cu2O,Hexagonal,1.948,False,53.17,69.14,5.47e+16,113.5,0.429,5.79e+03,3.67,581.9,High,General semiconductor applications
RAND-1638,FlexSnnium,PbGe1,Monoclinic,2.442,True,0.13,4643.15,4.89e+20,294.37,0.807,5.04e+03,3.99,377.9,Medium,General semiconductor applications
MOD-SiC-1639,Silicon Carbide,SiC,Cubic (3C),3.461,False,192.28,372.15,3.42e+19,345.76,2.146,4.23e+05,2.22,992.4,Very High,"High Power Electronics, Transparent Conductors"
RAND-1640,QuantumSflux,P,Tetragonal,5.17,True,1.22,1573.2,1.20e+20,211.76,4.591,1.30e+03,2.25,885.8,Very High,General semiconductor applications
RAND-1641,UltraCdlite,PbIn2Ga3,Cubic,0.548,False,0.47,3240.14,1.57e+20,457.23,3.802,7.44e+05,3.58,991.0,Very High,Photodetectors
RAND-1642,MacroBflux,Ga1TiSi1,Triclinic,3.743,True,56.07,3857.15,3.07e+15,203.35,2.625,1.59e+05,1.9,108.7,Low,General semiconductor applications
HYB-CdTe-MAPbI3-1643,Hybrid Cadmium Telluride-Methylammonium Lead Iodide,CdTe-CH3NH3PbI3,Cubic,1.525,False,346.59,444.34,1.31e+21,311.66,0.269,3.57e+03,4.49,487.7,Medium,General semiconductor applications
RAND-1644,NovaSphene,GaAl2P1,Cubic,0.613,True,0.02,2110.77,3.86e+18,221.89,8.781,4.13e+05,4.5,691.1,High,Photodetectors
RAND-1645,MicroCdphene,SiPb,Cubic,2.763,True,0.01,1956.69,1.77e+15,94.75,0.264,5.60e+03,2.39,629.3,High,General semiconductor applications
MOD-SiC-1646,Next-gen Silicon Carbide (2D),SiC,"Hexagonal (4H, 6H)",2.708,False,859.18,1053.09,2.36e+19,42.67,0.791,1.80e+03,4.04,1133.8,Very High,Transistors
RAND-1647,UltraSiflux,SnZn,Amorphous,1.521,True,314.83,4369.77,1.60e+17,204.04,2.886,8.76e+04,2.52,689.4,High,"LEDs, Photodetectors"
RAND-1648,QuantumPbzine,Pb3S,Cubic,0.267,False,147.97,584.78,1.85e+20,310.99,3.166,4.82e+05,3.74,409.2,Medium,General semiconductor applications
HYB-SiC-Cu2O-1649,Hybrid Silicon Carbide-Copper(I) Oxide,SiC-Cu2O,Cubic (3C),2.34,True,135.47,118.16,2.33e+16,262.2,0.874,6.89e+03,4.05,872.6,Very High,LEDs
MOD-AlGaAs-1650,"Advanced Aluminium Gallium Arsenide (quantum-confined, lightly doped)",AlGaAs,Zincblende,1.986,True,4411.77,4151.16,5.20e+17,200.25,0.773,5.14e+05,4.02,337.0,Medium,"LEDs, Transistors, Photodetectors"
MOD-GaAs-1651,Gallium Arsenide,GaAs,Zincblende,1.413,True,7915.4,4243.21,1.22e+20,86.4,0.249,7.55e+04,3.04,163.0,Low,"Transistors, Photodetectors"
MOD-CdTe-1652,Advanced Cadmium Telluride (nanostructured),CdTe,Zincblende,1.896,True,154.28,111.52,1.78e+21,100.51,0.534,1.40e+05,1.85,329.5,Medium,"LEDs, Photodetectors"
MOD-Graphene-1653,Advanced Graphene (quantum-confined),C,Hexagonal,0.0,True,15767.14,24336.76,1.02e+20,187.25,0.0,5.66e+04,3.72,608.5,High,General semiconductor applications
MOD-Graphene-1654,High-performance Graphene (nanoporous),C,Hexagonal,0.0,False,5375.66,6804.67,1.89e+20,395.2,0.0,2.84e+03,3.96,1081.2,Very High,Transistors
HYB-ZnO-MAPbI3-1655,Hybrid Zinc Oxide-Methylammonium Lead Iodide,ZnO-CH3NH3PbI3,Zincblende,2.107,False,95.88,141.46,2.15e+20,454.98,0.522,3.27e+03,3.1,568.6,High,General semiconductor applications
MOD-AlGaAs-1656,"Modified Aluminium Gallium Arsenide (quantum-confined, heavily doped)",AlGaAs,Zincblende,2.062,False,2940.86,3853.0,3.14e+21,348.33,0.338,7.77e+04,2.18,476.0,Medium,"Transistors, Photodetectors"
MOD-CdTe-1657,Engineered Cadmium Telluride (co-doped),CdTe,Zincblende,1.674,True,854.24,1648.93,1.07e+17,75.07,0.481,2.80e+03,2.43,434.4,Medium,"LEDs, Transistors"
RAND-1658,NovaCdcite,Sn,Hexagonal,4.414,True,0.01,3008.43,7.65e+21,116.48,6.454,8.26e+05,2.63,891.8,Very High,High Power Electronics
MOD-Ge-1659,Next-gen Germanium (2D),Ge,Cubic (Diamond),0.447,True,1599.43,2162.32,1.60e+18,351.03,0.009,3.51e+03,2.57,467.3,Medium,"Transistors, Thermoelectrics"
